Code,Description,Category,Active,Unit,Default Price List - Exclusive,Default Price List - Inclusive,Physical,Text User Field 1,Text User Field 2,Text User Field 3,Numeric User Field 1,Numeric User Field 2,Numeric User Field 3,Date User Field 1,Date User Field 2,Date User Field 3,Yes/No User Field 1,Yes/No User Field 2,Yes/No User Field 3,VAT Type Sales,VAT Type Purchases,Cost,Quantity,Sales Account,Purchases Account
AKM6230B,MIXER ANKARSRUM ORIGINAL - BLACK,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230BC,MIXER ANKARSRUM ORIGINAL - BLACK CHROME,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230BD,MIXER ANKARSRUM ORIGINAL - BLACK DIAMOND,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230C,MIXER ANKARSRUM ORIGINAL - CREME,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230CC,MIXER ANKARSRUM ORIGINAL - CORAL CRUSH,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230HB,MIXER ANKARSRUM ORIGINAL - HARMONY BEIDGE,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230JS,MIXER ANKARSRUM ORIGINAL - JUBILEE SILVER,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230MW,MIXER ANKARSRUM ORIGINAL - MINERAL WHITE,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230OB,MIXER ANKARSRUM ORIGINAL - OCEAN BLUE,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230OG,MIXER ANKARSRUM ORIGINAL - OLIVE GREEN,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230R,MIXER ANKARSRUM ORIGINAL - RED,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM6230SY,MIXER ANKARSRUM ORIGINAL - SUNBEAN YELLOW,CaterMarket,True,EACH,13230.0,15214.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11250.0,0,Sales,Purchases
AKM92000196-50,3.5LT PLASTIC BOWL,CaterMarket,True,EACH,529.0,608.35,True,,,,,,,,,,,,,Standard Rate,Standard Rate,450.0,0,Sales,Purchases
AKM920900026,CITRUS PRESS - 1.2LT,CaterMarket,True,EACH,706.0,811.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,600.0,0,Sales,Purchases
AKM920900033,STRAINER ATTACHMENT FOR MINCER,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
AKM920900034,GRATER ATTACHEMENT FOR MINCER,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
AKM920900035,COOKIE ATTACHMENT FOR MINCER,CaterMarket,True,EACH,529.0,608.35,True,,,,,,,,,,,,,Standard Rate,Standard Rate,450.0,0,Sales,Purchases
AKM920900036,PASTA DISCS FOR MINCER,CaterMarket,True,EACH,353.0,405.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,300.0,0,Sales,Purchases
AKM920900043,VEGETABLE CUTTER,CaterMarket,True,EACH,2646.0,3042.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2250.0,0,Sales,Purchases
AKM920900044,EXTRA GRATING DRUMS,CaterMarket,True,EACH,2117.0,2434.55,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1800.0,0,Sales,Purchases
AKM920900045,FLOUR AND COFFE GRINDER,CaterMarket,True,EACH,2999.0,3448.85,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2550.0,0,Sales,Purchases
AKM920900046,FLAKE MILL,CaterMarket,True,EACH,2999.0,3448.85,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2550.0,0,Sales,Purchases
AKM920900052/3/4/5,HOLE DISCS FOR MINCER 2.5 / 4.5 / 6 / 8MM,CaterMarket,True,EACH,353.0,405.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,300.0,0,Sales,Purchases
AKM920900057,MEAT MINCER AND SAUSAGE HORN 10 / 20 / 25MM,CaterMarket,True,EACH,3175.0,3651.25,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2700.0,0,Sales,Purchases
AKM920900065,PASTA / SPAGHETTI CUTTER,CaterMarket,True,EACH,1940.0,2231.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1650.0,0,Sales,Purchases
AKM920900066,BLENDER WITH 1.5LT JUG,CaterMarket,True,EACH,2117.0,2434.55,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1800.0,0,Sales,Purchases
AKM920900067,DELUXE PACKAGE FOR ANKARSRUM MIXER,CaterMarket,True,EACH,7585.0,8722.75,True,,,,,,,,,,,,,Standard Rate,Standard Rate,6450.0,0,Sales,Purchases
AKM920900072,ICE CREAM ACCESSORY,CaterMarket,True,EACH,2470.0,2840.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2100.0,0,Sales,Purchases
ARI/4BG-EOC/700,4 BURNER WITH ELECTRIC CONVECTION OVEN - 700 RANGE,CaterMarket,True,EACH,38984.0,44831.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,33150.0,0,Sales,Purchases
ARI/6BG-EOC/700,6 BURNER WITH ELECTRIC CONVECTION OVEN & CABINET - 700 RANGE,CaterMarket,True,EACH,55742.0,64103.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,47400.0,0,Sales,Purchases
ARI/EP922,TILTPAN - 90LT - ELEC,CaterMarket,True,EACH,74441.0,85607.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,63300.0,0,Sales,Purchases
ARI/ER721S/D721,4 PLATE ELEC RANGE ON NUTRAL CABINET - 700 RANGE,CaterMarket,True,EACH,22756.0,26169.4,True,,,,,,,,,,,,,Standard Rate,Standard Rate,19350.0,0,Sales,Purchases
ARI/ER722,4 PLATE ELEC RANGE WITH ELEC CONVECTION OVEN - 700 RANGE,CaterMarket,True,EACH,34222.0,39355.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,29100.0,-1,Sales,Purchases
ARI/ER921,4 PLATE ELEC RANGE ON NUTRAL CABINET - 900 RANGE,CaterMarket,True,EACH,46570.0,53555.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,39600.0,0,Sales,Purchases
ARI/ER922,4 PLATE ELEC RANGE WITH ELEC CONVECTION OVEN - 900 RANGE,CaterMarket,True,EACH,63680.0,73232.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,54150.0,-1,Sales,Purchases
ARI/GP922,TILTPAN - 90LT - GAS,CaterMarket,True,EACH,74441.0,85607.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,63300.0,0,Sales,Purchases
ARI/GR922,4 BURNER WITH GAS OVEN - 900 RANGE,CaterMarket,True,EACH,53626.0,61669.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,45600.0,0,Sales,Purchases
ARI/GR922E,4 BURNER WITH ELECTRIC CONVECTION OVEN - 900 RANGE,CaterMarket,True,EACH,55390.0,63698.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,47100.0,0,Sales,Purchases
AVA-100155-HD,FOOD PAN CARRIER 6 PAN FRONT LOADING (GREY),CaterMarket,True,EACH,5468.0,6288.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4650.0,0,Sales,Purchases
AVA-100160-HD,FOOD PAN CARRIER 6 PAN FRONT LOADING (YELLOW),CaterMarket,True,EACH,5468.0,6288.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4650.0,0,Sales,Purchases
AVA-100275,DELIVERY THERMO BOX RED,CaterMarket,True,EACH,5468.0,6288.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4650.0,0,Sales,Purchases
AVA-100305,PIZZA DELIVERY BOX RED,CaterMarket,True,EACH,5468.0,6288.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4650.0,0,Sales,Purchases
BBP1001,BACK BAR COOLER - SINGLE HINGED DOOR,CaterMarket,True,EACH,9173.0,10548.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,7800.0,-1,Sales,Purchases
BBP1002,BACK BAR COOLER - 2 HINGED DOOR,CaterMarket,True,EACH,11113.0,12779.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,9450.0,-2,Sales,Purchases
BBP1003,BACK BAR COOLER - 3 HINGED DOOR,CaterMarket,True,EACH,14112.0,16228.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,12000.0,0,Sales,Purchases
BBP2002,BACK BAR COOLER - 2 SLIDING DOOR,CaterMarket,True,EACH,11642.0,13388.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,9900.0,-4,Sales,Purchases
BBP2003,BACK BAR COOLER - 3 SLIDING DOOR,CaterMarket,True,EACH,14994.0,17243.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,12750.0,-1,Sales,Purchases
BBP3001,BACK BAR COOLER - SINGLE HINGED DOOR - STAINLESS STEEL,CaterMarket,True,EACH,13583.0,15620.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11550.0,0,Sales,Purchases
BBP3002,BACK BAR COOLER - 2 HINGED DOOR - STAINLESS STEEL,CaterMarket,True,EACH,16582.0,19069.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,14100.0,0,Sales,Purchases
BBP3003,BACK BAR COOLER - 3 HINGED DOOR - STAINLESS STEEL,CaterMarket,True,EACH,21168.0,24343.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,18000.0,-1,Sales,Purchases
BCM0511,DISCONTINUED!!! --- BLAST CHILLERS / SHOCK FREEZERS - (5 PAN),DISCONTINUED,True,EACH,0.0,0.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,33600.0,0,Sales,Purchases
BCP0360-B,BEVERAGE COOLER - 620 X 635 X 1732MM - BLACK,CaterMarket,True,EACH,8644.0,9940.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,7350.0,0,Sales,Purchases
BCP0360-W,BEVERAGE COOLER - 620 X 635 X 1732MM - WHITE,CaterMarket,True,EACH,8644.0,9940.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,7350.0,0,Sales,Purchases
BCP0402-B,BEVERAGE COOLER - 620X630X1935MM - BLACK,CaterMarket,True,EACH,11290.0,12983.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,9600.0,0,Sales,Purchases
BCS0009,BOWL CUTTER - 9LT,CaterMarket,True,EACH,9702.0,11157.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,8250.0,0,Sales,Purchases
BCS0018,BOWL CUTTER - 18LT,CaterMarket,True,EACH,25225.0,29008.75,True,,,,,,,,,,,,,Standard Rate,Standard Rate,21450.0,0,Sales,Purchases
BCS0035,BOWL CUTTER - 35LT,CaterMarket,True,EACH,34751.0,39963.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,29550.0,0,Sales,Purchases
BEI-AT51363,CHAFING DISH ROLL TOP - ROUND,CaterMarket,True,EACH,2293.0,2636.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1950.0,0,Sales,Purchases
BEI-AT51388,SOUP KETTLE,CaterMarket,True,EACH,2999.0,3448.85,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2550.0,0,Sales,Purchases
BEI-AT61363-2,CHAFING DISH ROLL TOP - RECTANGULAR,CaterMarket,True,EACH,3175.0,3651.25,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2700.0,-6,Sales,Purchases
BEI-AT80012,DELUXE COFFEE URN - 12 LITER,CaterMarket,True,EACH,3352.0,3854.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2850.0,0,Sales,Purchases
BEI-AT80019,DELUXE COFFEE URN - 19 LITER,CaterMarket,True,EACH,4234.0,4869.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3600.0,0,Sales,Purchases
BEI-AT90123,CEREAL DISPENSER -SINGLE (420 x 230 x 620mm HIGH),CaterMarket,True,EACH,3352.0,3854.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2850.0,0,Sales,Purchases
BEI-AT90123-2,CEREAL DISPENSER - DOUBLE (420 x 450 x 620mm HIGH),CaterMarket,True,EACH,6703.0,7708.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5700.0,0,Sales,Purchases
BEI-AT90133,CEREAL DISPENSER - SINGLE (360 x 230 x 600mm HIGH),CaterMarket,True,EACH,2646.0,3042.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2250.0,0,Sales,Purchases
BEI-AT90133-2,CEREAL DISPENSER - DOUBLE (380 x 480 x 660mm HIGH),CaterMarket,True,EACH,5116.0,5883.4,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4350.0,0,Sales,Purchases
BEI-AT90212,JUICE DISPENSER - SINGLE (365 x 230 x 535mm HIGH),CaterMarket,True,EACH,2646.0,3042.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2250.0,0,Sales,Purchases
BEI-AT90212-2,JUICE DISPENSER - DOUBLE (365 x 450 x 535mm HIGH),CaterMarket,True,EACH,5116.0,5883.4,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4350.0,0,Sales,Purchases
BEI-AT90512,JUICE DISPENSER - SINGLE (WITH CENTER ICE TUBE),CaterMarket,True,EACH,1940.0,2231.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1650.0,0,Sales,Purchases
BEI-AT90512-2,JUICE DISPENSER - DOUBLE (WITH CENTER ICE TUBE ),CaterMarket,True,EACH,3881.0,4463.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3300.0,0,Sales,Purchases
BEI-KS51363,CHAFING DISH WITH SHOW WINDOW - ROUND,CaterMarket,True,EACH,4057.0,4665.55,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3450.0,0,Sales,Purchases
BEI-KS61363-2,CHAFING DISH WITH SHOW WINDOW - RECTANGULAR,CaterMarket,True,EACH,4763.0,5477.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4050.0,0,Sales,Purchases
BEI-KS62160-1,CHAFING DISH NEUTRAL DISPLAY,CaterMarket,True,EACH,5645.0,6491.75,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4800.0,0,Sales,Purchases
BEI-S205T,HEATING ELEMENT WITH CONTROLLER - 175mm,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
BEI-S305T,HEATING ELEMENT WITH CONTROLLER - 250mm,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
BEI-S50280,STAND FOR BUFFET SOUP STATION - ROUND,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
BEI-S50288,INDUCTION SOUP STATION WITH HYDRAULIC GLASS LID - ROUND,CaterMarket,True,EACH,6527.0,7506.05,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5550.0,0,Sales,Purchases
BEI-S50290,STAND FOR CHAFING DISH - ROUND,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
BEI-S50293,INDUCTION CHAFING DISH WITH HYDRAULIC GLASS LID - ROUND,CaterMarket,True,EACH,6174.0,7100.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5250.0,0,Sales,Purchases
BEI-S60290,CHAFING DISH STAND - SQUARE,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
BEI-S60293,INDUCTION CHAFING DISH WITH HYDRAULIC GLASS LID - SQUARE,CaterMarket,True,EACH,6174.0,7100.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5250.0,0,Sales,Purchases
BEI-S60590,CHAFING DISH STAND - RECTANGULAR,CaterMarket,True,EACH,1411.0,1622.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1200.0,0,Sales,Purchases
BEI-S60593,INDUCTION CHAFING DISH WITH HYDRAULIC GLASS LID - RECTANGULAR,CaterMarket,True,EACH,7762.0,8926.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,6600.0,0,Sales,Purchases
BEI-SC62140-1,CHAFING DISH COLD DISPLAY,CaterMarket,True,EACH,6527.0,7506.05,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5550.0,0,Sales,Purchases
BEI-SK62160-1,CHAFING DISH HEATED DISPLAY,CaterMarket,True,EACH,6527.0,7506.05,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5550.0,0,Sales,Purchases
BEI-ZCK100P,CHAFING DISH WITH LID,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
BSB0112,BLENDER WITH 2LT JUG,CaterMarket,True,EACH,2293.0,2636.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1950.0,-12,Sales,Purchases
BSB0112-JAR2LT,COMPLETE SPARE JUG FOR 112 BLENDER- 2LT,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
BSB1680,BLENDER WITH 2LT JUG,CaterMarket,True,EACH,3352.0,3854.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2850.0,-1,Sales,Purchases
BSB1680-JAR2LT,COMPLETE SPARE JUG FOR 1680 & 1680C/C BLENDERS - 2LT,CaterMarket,True,EACH,1411.0,1622.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1200.0,-3,Sales,Purchases
BSB1680-S/COVER,SOUND COVER FOR 1680 BLENDER,CaterMarket,True,EACH,2117.0,2434.55,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1800.0,0,Sales,Purchases
BSB1680C/C,"BLENDER WITH DIGITAL CONTROL, 2LT JUG & SOUND PROOF COVER",CaterMarket,True,EACH,5998.0,6897.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5100.0,-4,Sales,Purchases
BTA0013,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,CaterMarket,True,EACH,247.0,284.05,True,,,,,,,,,,,,,Standard Rate,Standard Rate,210.0,0,Sales,Purchases
BTA0023,ALUMINIUM BAKING TRAY 2/3GN,CaterMarket,True,EACH,132.0,151.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,112.5,0,Sales,Purchases
BTA0064-L,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,CaterMarket,True,EACH,212.0,243.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,180.0,0,Sales,Purchases
BTA0064-T,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,CaterMarket,True,EACH,388.0,446.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,330.0,0,Sales,Purchases
BTS0011,STAINLESS STEEL BAKING TRAY 1/1GN,CaterMarket,True,EACH,221.0,254.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,187.5,-21,Sales,Purchases
BTT1-15-64,BAKING TRAT TROLLEY - 15 TIER,CaterMarket,True,EACH,4851.0,5578.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4125.0,0,Sales,Purchases
BTT1-7-64,BAKING TRAT TROLLEY - 7 TIER,CaterMarket,True,EACH,3749.0,4311.35,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3187.5,0,Sales,Purchases
CAM-100LCD,INSULATED BEVERAGE SERVER - 5.5 LITER,CaterMarket,True,EACH,4032.0,4636.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3200.0,0,Sales,Purchases
CAM-500LCD,INSULATED BEVERAGE SERVER - 18 LITER,CaterMarket,True,EACH,4435.0,5100.25,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3520.0,0,Sales,Purchases
CAM-UPC400/401,INSULATED FOOD PAN CARRIER - UPC400,CaterMarket,True,EACH,6451.0,7418.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5120.0,0,Sales,Purchases
CAM-UPC800/401,INSULATED FOOD PAN CARRIER - UPC800,CaterMarket,True,EACH,20160.0,23184.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,16000.0,0,Sales,Purchases
CBC0008,COFFEE BREWER - 8LT - STAINLESS STEEL,,True,EACH,0.0,3116.86,True,,,,,,,,,,,,,Standard Rate,Standard Rate,0.0,0,Sales,Purchases
CBC0014,COFFEE BREWER - 14LT - STAINLESS STEEL,CaterMarket,True,EACH,2822.0,3245.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2400.0,-1,Sales,Purchases
CBC0014-B,COFFEE BREWER - 14LT - BLACK,CaterMarket,True,EACH,2999.0,3448.85,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2550.0,0,Sales,Purchases
CBC0018,COFFEE BREWER - 18LT - STAINLESS STEEL,CaterMarket,True,EACH,0.0,3651.25,True,,,,,,,,,,,,,Standard Rate,Standard Rate,0.0,0,Sales,Purchases
CBC0018-B,COFFEE BREWER - 18LT - BLACK,CaterMarket,True,EACH,3352.0,3854.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2850.0,0,Sales,Purchases
